event,timestamp,python3.11,ALL_TASKS,cpu,gpu
model load,217.17,3152.57,3870.02,9306,60
model load,218.55,3015.88,3802.73,8044,51
model load,217.67,2651.32,3302.40,7805,64
model load,217.97,2291.20,2777.96,5262,41
model load,217.47,3120.94,4042.50,9284,32
model load,217.28,2842.17,3971.54,8938,14
model load,219.64,2473.40,3986.30,9320,83
model load,217.52,857.47,2774.50,5425,18
model load,276.45,3.87,1884.30,3559,14
model load,398.84,9.20,1246.55,1735,22
model load,264.53,130.82,1333.25,3123,0
model load,330.71,1454.37,2328.05,4100,0
model load,217.31,2943.65,3656.77,8854,51
model load,217.63,3073.43,3801.61,8951,9
model load,217.67,3059.18,3924.32,8472,55
model load,217.95,2379.43,3161.43,7071,14
model load,218.36,3212.55,4044.91,9178,87
model load,217.85,3227.86,4194.04,10167,23
model load,217.55,2751.47,4011.70,9750,60
model load,309.5,944.98,2114.18,3822,37
model load,217.84,3170.79,4125.46,9145,19
model load,217.57,243.06,2095.69,3424,23
model load,278.94,2018.73,2644.98,6155,55
model load,243.44,3198.35,3700.46,8548,25
model load,217.78,3054.53,3755.44,9303,29
model load,218.16,3229.21,3988.79,9204,64
model load,218.34,1914.48,3056.53,6481,18
model load,219.11,2847.55,3143.40,3514,73
model load,219.03,155.63,440.13,644,64
pipeline load,216.38,0.60,278.69,176,0
pipeline load,238.07,0.67,99.04,147,0
pipeline load,235.14,0.35,88.46,119,13
pipeline load,234.39,0.32,106.38,132,0
inference,217.81,1039.55,1230.01,1699,0
inference,217.68,1135.39,1351.89,1787,0
inference,217.63,1192.43,1373.64,1824,32
inference,217.44,1051.35,1235.73,1697,230
inference,218.06,1188.65,1498.56,1986,0
inference,217.92,1151.75,1350.78,1849,261
inference,218.18,1510.86,2052.64,2512,679
inference,217.65,1027.44,1220.40,1654,2411
inference,217.49,1180.68,1482.73,1973,0
inference,217.57,1538.57,1719.92,2234,768
inference,218.65,2498.45,2756.60,4244,3286
inference,217.61,2757.58,3095.31,4219,3828
inference,218.25,2807.62,2999.13,3634,6369
inference,217.37,2889.22,3108.40,3533,7079
inference,217.6,2634.18,2815.43,3773,8396
inference,218.23,2680.56,2956.28,3492,6907
inference,217.53,2813.76,3017.55,3466,6658
inference,217.55,2632.57,2827.20,3797,8546
inference,218.13,2610.00,2806.86,3324,6734
inference,217.49,2896.29,3117.07,3609,6886
inference,218.0,2487.06,2726.43,3660,8851
inference,218.14,2638.94,2822.16,3218,6816
inference,217.24,2762.80,2948.26,3747,6968
inference,218.12,2503.63,2693.19,3214,7301
inference,217.51,2722.46,2955.82,3655,6377
inference,218.06,2591.61,3238.68,3449,7880
inference,217.07,2852.87,3931.02,5607,5966
inference,218.21,2517.48,2808.37,3808,8080
inference,217.38,2684.33,3362.17,4425,6416
inference,218.29,2478.41,2702.65,3537,8046
inference,218.2,2835.18,3190.51,3960,5987
inference,218.28,2467.96,2731.33,3601,8181
inference,218.15,2649.32,4951.35,6312,6093
inference,219.37,2562.27,3028.99,3875,8526
inference,218.0,2801.54,3412.49,3477,6117
inference,217.64,2498.35,2750.86,3708,8211
inference,218.17,2652.61,2842.67,3346,6313
inference,217.74,2641.31,2839.01,3757,8044
inference,218.31,2630.18,2866.74,3321,6535
inference,218.03,2526.82,2718.19,3633,7796
inference,217.44,2738.35,3341.84,4291,5302
inference,219.72,2360.85,6441.03,7459,7676
inference,218.11,2602.97,2794.95,3517,6381
inference,218.09,2621.90,2844.01,3577,5438
inference,217.96,2409.49,2601.72,3028,8029
inference,217.48,2634.83,2820.62,3508,5987
inference,218.22,2808.08,2996.79,3455,6286
inference,218.2,2261.26,2493.67,3231,7612
inference,217.83,2706.10,2898.21,3590,5715
inference,218.24,2674.80,2860.07,3299,6514
inference,217.3,2379.41,2730.03,3493,7606
inference,217.85,2543.26,2841.34,3645,5605
inference,218.16,2801.14,2999.69,3296,6986
inference,217.43,2402.15,2591.33,3339,7682
inference,217.88,2613.31,2849.86,3584,5271
inference,218.11,2733.06,2919.31,3264,7036
inference,217.51,2361.51,2571.10,3361,7629
inference,217.87,2594.00,2783.03,3442,5462
inference,218.03,2720.19,2914.37,3270,7330
inference,217.64,2364.75,2576.16,3354,7609
inference,218.01,2640.43,2836.57,3463,5279
inference,218.87,2607.40,2791.56,3139,7192
inference,218.05,2399.72,2591.67,3394,7685
inference,217.85,2667.20,2905.83,3571,5398
inference,218.11,2522.81,2709.79,3191,7634
inference,217.54,2411.99,2592.46,3342,7693
inference,217.66,2671.78,2889.81,3565,5204
inference,217.88,2534.00,2860.63,3314,7475
inference,217.72,2466.64,2646.28,3472,7853
inference,217.52,2604.60,2794.53,3517,5383
inference,218.59,2472.90,2709.81,3125,7567
inference,218.26,2465.80,2651.25,3510,7896
inference,217.51,2645.31,2831.59,3517,5613
inference,218.3,2311.48,2495.75,2918,7908
inference,218.48,2486.60,2668.58,3433,7499
inference,218.0,2752.75,2967.93,3459,5685
inference,218.2,2210.43,2392.16,2883,8023
inference,217.96,2540.00,2721.32,3354,7379
inference,217.7,2532.81,2718.36,3312,5290
inference,218.04,2641.39,2874.63,3467,6141
inference,218.01,2668.49,2862.27,3422,6774
inference,218.44,2310.74,2490.60,2893,6738
inference,217.86,2347.35,2529.32,3236,6647
inference,218.14,2482.92,2675.66,3347,5655
inference,217.54,2450.92,2667.72,3337,5345
inference,217.49,2506.57,2689.20,3333,5457
inference,218.11,2624.77,2802.34,3338,6501
inference,218.34,2614.05,2794.82,3334,6621
inference,218.46,2316.81,2503.87,2998,6609
inference,218.25,2274.62,2503.14,3102,7017
inference,218.49,2463.64,2652.00,3277,5663
inference,217.64,2467.23,2652.94,3327,5415
inference,218.02,2440.56,2634.40,3371,5468
inference,217.84,2643.06,2857.59,3360,5926
inference,218.16,2505.68,2690.76,3328,6652
inference,217.93,2193.63,2478.33,3029,7096
inference,218.2,2541.39,2722.99,3277,5470
inference,217.87,2358.37,2549.59,2979,6636
inference,217.73,2299.82,2508.80,3210,6674
inference,218.43,2478.31,2667.67,3287,5769
inference,218.03,2497.52,2682.17,3298,5553
inference,218.46,2477.94,2658.50,3305,5577
inference,217.47,2488.66,2767.48,3513,5786
inference,217.68,2252.87,2599.74,3257,6626
inference,217.92,2499.10,2700.67,3249,5191
inference,218.03,2509.80,2728.90,3321,6617
inference,218.05,2466.88,2677.22,3302,6563
inference,218.12,2402.60,2599.49,3021,6714
inference,217.63,2235.77,2422.39,3092,7111
inference,218.41,2444.16,2656.70,3324,5969
inference,218.67,2442.91,2626.35,3224,5732
inference,217.6,2460.33,2749.81,3392,5675
inference,218.0,2344.04,2534.00,3252,5790
inference,217.88,2558.05,2758.72,3300,5775
inference,217.95,2520.68,2853.23,3505,6582
inference,217.75,2389.40,2618.79,3330,6712
inference,218.12,2529.66,2757.08,3338,6673
inference,218.03,2560.99,2746.85,3101,6707
inference,217.29,2283.49,2463.82,3010,6660
inference,217.77,2366.83,2565.11,3274,6788
inference,218.21,2410.82,2705.49,3437,6011
inference,217.95,2495.32,2744.71,3345,5806
inference,217.95,2402.02,2583.44,3221,5919
inference,217.99,2415.84,2597.36,3207,5827
inference,217.46,2454.58,2634.72,3274,5918
inference,218.04,2558.51,2785.96,3348,6700
inference,217.91,2393.35,2575.20,3281,6728
inference,217.84,2583.25,2760.03,3356,6723
inference,218.75,2478.03,2708.51,3109,7193
inference,217.8,2272.89,2566.56,3196,6633
inference,217.63,2270.70,2499.72,3184,6818
inference,218.57,2303.40,2479.85,3189,6474
inference,218.56,2475.66,2653.21,3249,6016
inference,218.18,2388.81,2592.30,3250,5939
inference,217.69,2439.79,2671.38,3326,5968
inference,218.06,2470.45,2658.62,3242,6073
inference,217.37,2373.77,2558.96,3280,6177
inference,217.88,2536.39,2715.19,3305,6919
inference,218.38,2536.29,2730.55,3320,6848
inference,218.3,2426.78,2650.11,3344,7272
inference,218.53,2518.23,2701.58,3075,6803
inference,217.6,2209.62,2393.75,2960,6878
inference,218.15,2240.51,2428.49,3113,6981
inference,219.44,2344.83,2659.15,3450,6436
inference,219.09,2374.68,2615.24,3300,6120
inference,218.24,2374.00,2558.32,3189,6116
inference,218.74,2458.65,2644.36,3214,6099
inference,218.6,2379.41,2569.27,3266,6112
inference,218.06,2501.51,2921.97,3751,6409
inference,218.15,2377.05,2577.44,3305,7305
inference,218.54,2343.58,2632.09,3189,6899
inference,218.36,2395.87,2578.77,3284,6333
inference,218.4,2488.77,2676.51,3251,6938
inference,218.38,2349.92,2532.17,2976,7390
inference,217.55,2206.86,2400.00,2997,7001
inference,218.25,2234.44,2461.04,3194,7042
inference,219.63,2331.93,2516.15,3219,6602
inference,219.33,2417.91,2629.06,3251,6188
inference,218.38,2333.52,2520.43,3150,6214
inference,218.79,2321.02,2511.15,3236,6255
inference,218.66,2315.42,2552.08,3178,6257
inference,217.48,2333.73,2541.08,3269,6595
inference,218.41,2480.89,2701.05,3287,7063
inference,218.3,2316.83,2505.32,3207,7472
inference,218.35,2469.49,2658.30,3220,7018
inference,217.99,2485.99,2680.49,3147,7053
inference,217.92,2219.64,2452.07,3024,7111
inference,217.75,2195.16,2382.49,2962,7416
inference,218.43,2172.57,2358.09,3081,7343
inference,220.01,2377.87,2538.07,3182,6368
inference,219.33,2356.09,2549.13,3205,6327
tokenizer,216.64,0.73,188.11,134,0
tokenizer,235.99,0.44,91.45,110,0
tokenizer,233.99,0.33,121.15,154,0
tokenizer,236.78,0.30,79.53,110,51
tokenizer,233.98,146.23,242.86,410,0
model load,217.56,0.60,208.92,156,18
model load,237.01,0.51,91.09,114,18
model load,231.65,0.31,132.55,155,0
model load,236.53,0.31,75.79,106,0
model load,232.06,47.63,150.38,293,0
model load,229.9,357.38,12952.86,15324,0
model load,219.24,9563.99,10044.95,12456,0
model load,218.22,3749.20,4215.85,8019,78
model load,217.67,3736.88,4253.08,8338,92
model load,217.43,3943.31,4494.17,9240,74
model load,218.03,3903.77,4471.96,9146,74
model load,219.32,3583.36,4092.57,8225,55
model load,218.48,4203.27,4764.59,9525,105
model load,219.25,3595.43,4144.50,8264,69
model load,218.28,4062.20,4670.81,9268,119
model load,217.15,3532.24,4028.09,7948,105
model load,217.82,4159.26,4712.80,9531,101
model load,219.16,3377.01,3932.96,7734,64
model load,218.94,4052.53,4604.29,9395,59
model load,218.44,3639.70,4145.11,8062,91
model load,218.23,3933.34,4511.10,9320,60
model load,218.44,3635.02,4103.52,8190,128
model load,217.06,4140.66,4835.63,9666,60
model load,217.59,3468.28,4017.76,7758,129
model load,216.67,3003.53,3817.31,8718,69
model load,217.92,2976.48,3783.37,8590,9
model load,217.8,3047.61,3800.96,9082,55
model load,218.25,3156.68,3932.37,9443,18
model load,217.76,2588.74,3312.87,7210,73
model load,217.48,2624.86,3261.88,6952,18
model load,218.46,2366.27,3203.13,6633,37
model load,219.02,2907.32,4004.87,9195,14
model load,216.89,3043.64,4213.25,9784,50
model load,220.58,1664.24,3712.44,8432,41
model load,233.31,50.35,2506.58,4822,59
model load,367.24,36.88,1721.13,3055,0
model load,412.16,1875.18,1534.58,3363,3
model load,255.31,2088.61,2907.44,6310,53
model load,217.16,3207.07,3985.03,9606,31
model load,216.93,3044.92,3787.52,8934,23
model load,217.9,3179.41,3944.00,9045,37
model load,217.14,2301.69,3754.94,7599,18
model load,219.57,3150.02,4253.77,9582,78
model load,218.61,2767.62,3634.01,8380,27
model load,218.73,2858.18,3965.31,8824,69
model load,220.87,534.22,2272.92,5429,18
model load,235.25,1734.62,2841.09,6074,0
model load,218.83,1569.19,3761.30,8331,43
model load,266.64,1243.19,1887.88,3559,73
model load,217.51,5564.13,5994.46,8303,4
model load,217.12,1387.68,2614.33,4422,133
model load,218.06,2982.21,3740.46,9117,64
model load,218.79,2519.73,3351.19,7226,14
model load,217.92,359.20,689.15,1010,41
pipeline load,216.5,0.74,315.33,291,0
pipeline load,236.36,0.41,140.46,203,0
pipeline load,235.59,0.37,189.40,233,0
pipeline load,225.95,0.42,193.48,270,34
inference,217.53,1088.07,1567.50,2018,0
inference,217.36,1130.37,1574.48,2047,0
inference,217.07,1041.98,1288.28,1797,0
inference,216.87,1163.74,1475.33,1918,60
inference,216.98,1196.29,1539.86,2028,203
inference,216.84,1071.21,1323.98,1803,221
inference,217.35,1228.99,1471.51,1932,0
inference,217.19,1222.65,1464.91,1984,709
inference,217.18,1134.60,1899.25,2422,1036
inference,217.08,1329.09,1563.67,2018,83
inference,217.03,1061.98,1306.84,1829,986
inference,216.99,1265.32,1513.99,1972,88
inference,217.47,1526.79,1851.51,2382,677
inference,217.87,1428.83,1699.95,2410,3030
inference,218.28,2395.04,2753.86,4357,1019
inference,217.02,2515.58,3025.00,4004,3060
inference,217.9,2719.74,2966.04,3717,5253
inference,217.29,2877.57,3136.42,3935,7407
inference,218.04,2503.19,2758.38,3628,8054
inference,218.35,2733.41,3060.57,3852,6710
inference,217.14,2824.02,3087.42,3938,7492
inference,217.86,2315.78,2593.96,3406,7594
inference,217.83,2835.57,3091.47,3613,6426
inference,218.03,2620.25,2829.42,3788,8392
inference,218.01,2564.08,2788.16,3573,6806
inference,217.57,2876.08,3069.79,3764,6839
inference,218.21,2485.26,2667.50,3405,8043
inference,218.37,2823.21,3185.60,4044,6100
inference,217.86,2527.63,3313.74,4007,8577
inference,217.66,2689.58,2905.18,3427,6137
inference,217.88,2698.61,2908.72,3759,7852
inference,218.44,2604.63,2813.12,3319,6371
inference,217.71,2609.79,2797.97,3730,7554
inference,218.06,2574.52,2758.11,3219,6541
inference,217.48,2718.05,2907.97,3747,7411
inference,218.15,2477.66,2706.00,3227,7104
inference,217.54,2681.38,2872.22,3678,7059
inference,218.23,2539.21,2713.71,3276,7190
inference,217.77,2759.52,3134.10,3876,7006
inference,218.27,2501.80,2683.94,3303,7375
inference,217.49,2701.28,2924.61,3752,6826
inference,218.24,2493.62,2677.03,3267,7623
inference,217.9,2447.35,2696.27,3414,6736
inference,217.98,2633.92,2817.13,3188,6751
inference,217.84,2492.89,2729.12,3677,7606
inference,217.25,2652.97,2841.10,3590,5063
inference,218.21,2455.27,2642.44,3025,7692
inference,217.52,2560.60,2773.73,3526,6686
inference,217.99,2809.43,3004.73,3482,5774
inference,218.08,2323.85,2545.81,3054,8005
inference,218.08,2580.35,2762.99,3609,5833
inference,218.49,2866.74,3045.29,3364,6438
inference,217.78,2369.80,2549.41,3150,7621
inference,217.74,2593.64,2781.08,3426,5542
inference,218.09,2687.64,2925.68,3292,6862
inference,217.6,2451.96,2628.68,3369,8024
inference,217.93,2688.87,3169.95,3579,5014
inference,218.09,2580.11,2825.82,3274,7195
inference,217.44,2399.28,2587.74,3366,7543
inference,217.86,2616.60,2812.35,3511,5303
inference,218.22,2648.75,2878.68,3299,6931
inference,217.34,2379.72,2565.03,3313,7593
inference,217.67,2630.86,2824.04,3583,5627
inference,218.04,2693.99,2885.59,3343,7043
inference,217.78,2295.11,2510.78,3205,7609
inference,216.77,2687.07,2904.05,3524,5556
inference,218.17,2678.88,2871.97,3341,6984
inference,217.44,2303.46,2487.93,3233,7682
inference,217.45,2660.22,2853.94,3573,5864
inference,217.99,2705.22,2984.44,3353,6788
inference,217.22,2079.21,2399.10,3135,7794
inference,217.71,2418.07,2734.74,3491,6104
inference,217.44,2696.15,2926.37,3537,5167
inference,218.0,2389.63,2579.83,3092,7915
inference,217.85,2510.35,2748.60,3456,7440
inference,217.54,2679.90,2874.90,3494,5265
inference,218.19,2325.03,2519.24,3098,7782
inference,218.76,2501.51,2743.61,3474,7810
inference,217.85,2617.72,2811.63,3466,5773
inference,218.02,2338.20,2519.21,2945,7973
inference,217.74,2482.62,2678.21,3518,7357
inference,218.09,2815.90,3029.39,3540,5938
inference,217.89,2444.44,2629.09,3043,7859
inference,217.42,2263.22,2496.84,3183,6733
inference,218.04,2518.95,2706.58,3339,6090
inference,217.76,2523.55,2713.11,3375,5320
inference,217.43,2461.18,2682.04,3385,5359
inference,218.27,2623.76,2799.25,3340,6526
inference,217.96,2629.79,2824.24,3473,6639
inference,217.97,2353.85,2534.71,2977,6639
inference,217.61,2279.44,2512.12,3267,6689
inference,218.61,2483.16,2668.30,3289,5891
inference,218.11,2447.37,2628.62,3306,5389
inference,217.71,2559.55,2753.35,3321,5428
inference,218.06,2555.11,2733.61,3343,6146
inference,218.03,2529.31,2743.05,3403,6975
inference,217.8,2488.41,2667.61,2975,6742
inference,217.43,2211.26,2437.11,3150,6671
inference,218.5,2433.02,2600.53,3249,6319
inference,217.81,2495.97,2675.49,3278,5478
inference,218.27,2500.52,2689.01,3354,5518
inference,217.32,2528.63,2813.95,3488,5571
inference,217.87,2442.15,2700.12,3456,6479
inference,218.03,2578.51,2758.06,3371,6614
inference,218.17,2644.50,2825.14,3181,6627
inference,218.31,2216.03,2393.48,2964,7040
inference,218.62,2370.29,2595.77,3334,6610
inference,218.27,2430.53,2626.41,3280,5654
inference,217.65,2509.82,2690.84,3313,5608
inference,218.11,2504.98,2729.94,3324,5628
inference,217.78,2219.56,2553.41,3279,5928
inference,217.22,2541.19,2724.75,3269,5744
inference,218.12,2424.02,2605.65,3315,6606
inference,218.09,2542.67,2768.47,3370,6675
inference,218.05,2536.05,2720.39,3270,6644
inference,217.69,2387.22,2670.61,3119,6586
inference,217.5,2267.28,2466.14,3205,6684
inference,218.36,2437.89,2609.29,3261,6437
inference,218.26,2410.72,2646.14,3317,5724
inference,218.47,2410.61,2588.75,3232,5842
inference,218.11,2552.01,2926.45,3599,5767
inference,217.89,2446.64,2630.61,3291,5823
inference,216.93,2396.91,2584.98,3333,5962
inference,217.97,2552.42,2732.45,3335,6638
inference,218.1,2551.96,2736.37,3324,7084
inference,218.0,2551.12,2791.02,3404,6657
inference,217.8,2390.25,2566.75,3035,6794
inference,217.2,2244.12,2419.91,3007,6690
inference,218.35,2324.81,2507.46,3233,6819
inference,218.52,2393.17,2601.44,3281,5871
inference,218.06,2484.84,2686.10,3306,5931
inference,219.07,2435.93,4510.95,6263,5898
inference,219.26,2363.13,4220.11,5236,5920
inference,218.52,2442.63,3600.11,4494,5915
inference,217.73,2471.09,2866.98,3550,5981
inference,218.01,2425.10,2601.06,3344,6885
inference,217.92,2551.31,2762.58,3327,6802
inference,217.86,2543.05,2723.75,3309,6828
inference,218.27,2393.94,2599.45,3253,6816
inference,217.8,2402.74,2688.27,3173,6799
inference,217.52,2256.12,2707.13,3462,6901
inference,219.62,2348.56,2579.82,3347,6928
inference,218.96,2483.99,2672.34,3265,6111
inference,218.53,2396.12,2583.46,3267,6001
inference,218.0,2414.83,2602.52,3280,6031
inference,218.78,2402.44,2945.82,3894,6073
inference,217.87,2431.91,2797.43,3603,6189
inference,218.34,2508.38,2685.27,3275,6834
inference,218.24,2414.21,2649.71,3382,6939
inference,218.4,2532.99,2718.76,3329,6873
inference,218.33,2357.85,2543.49,3174,7358
inference,218.06,2359.51,2549.05,2990,6893
inference,217.87,2244.15,2464.26,3126,6975
inference,219.09,2357.63,2544.59,3268,7041
inference,218.89,2391.15,2577.18,3257,6130
inference,218.65,2385.60,2568.29,3215,6145
inference,218.05,2406.03,2596.78,3288,6174
inference,218.87,2357.17,2590.61,3317,6196
inference,218.09,2437.22,2625.90,3255,6333
inference,218.21,2380.40,2686.03,3524,7304
inference,218.52,2518.00,2703.05,3281,7025
inference,218.46,2488.57,2704.32,3300,6979
inference,218.32,2376.98,2556.63,3179,7113
inference,218.34,2327.69,2511.16,2972,6999
inference,217.68,2207.74,2390.69,2981,7040
inference,218.39,2239.23,2429.18,3127,7608
inference,219.4,2212.43,2491.10,3286,6323
inference,219.35,2367.84,2553.45,3196,6386
inference,218.99,2375.81,2562.31,3196,6282
inference,218.39,2228.36,2506.71,3283,6306
inference,218.55,2322.03,2519.43,3244,6346
inference,218.95,2340.97,2563.71,3224,6429
inference,218.46,2401.00,2590.90,3213,6650
inference,218.51,2398.38,2628.27,3327,7063
inference,218.51,2483.43,2661.81,3254,7148
inference,218.32,2340.85,2555.19,3243,7066
